elevation,depth,osmid,name,latitude,longitude
4.592501163482666,3.033149242401123,245661519,,19.0241060142708,73.0398492283473
1.79226815700531,1.6341301202774048,245662471,,19.032996887483147,73.08451247439335
4.744401454925537,2.9361820220947266,341820861,Sector 29 Vashi Road,19.088857511890197,73.00782777476726
4.923241138458252,1.3262720108032229,341820861,Sector 29 Vashi Road,19.089140726482395,73.00734173974611
5.475800037384033,1.5286035537719729,341831017,Thane Belapur Road,19.09243203373596,73.0174274632875
4.069923400878906,1.750699520111084,341943797,,19.072086323351677,73.08948843725038
5.973714828491211,1.3122286796569824,344651900,Juinagar Station Service Road,19.05269899509451,73.01907355742607
4.444992542266846,2.541801929473877,344887040,,19.04936942033333,73.01628616280685
5.856371402740479,1.2003889083862305,344887601,Pundalik Mahadu Patil Marg,19.04822708669424,73.0148100506051
4.1282172203063965,2.823477268218994,344887601,Pundalik Mahadu Patil Marg,19.04795405537481,73.01512671034392
5.856371402740479,1.2003889083862305,344887634,Pundalik Mahadu Patil Marg,19.04821387768495,73.0148253694359
4.795014381408691,1.4636015892028809,344887863,Akhandanand Saraswati Marg,19.046592233852977,73.01311453661066
4.458315372467041,1.35105562210083,344889238,,19.0129876010456,73.02410069546721
4.495171070098877,1.4482030868530271,344890457,Shiravne Service Road,19.05189060411273,73.0196849343413
5.310031890869141,2.98330307006836,385752404,,19.06368031171897,73.01338372960922
5.682302951812744,3.428128719329834,386422359,Thane Belapur Road,19.065697986338787,73.01918734617651
4.946022033691406,1.8130507469177248,457089613,Patni Road,19.158838336611176,72.99121371466168
5.750998497009277,2.510739326477051,474660048,,19.01985265391433,73.01519570053895
4.539320945739746,1.3394365310668943,478481915,Dausha Ram Mahatrey Marg,19.008404748392454,73.03558145128302
4.760208606719971,1.91658878326416,478481919,,19.00833636362019,73.03751868146989
5.388124465942383,1.887077808380127,478481941,,19.01383600352197,73.03719620202162
3.48843002319336,1.3173837661743164,478481945,Gopinath Panda Patil Marg,19.01199235374232,73.03779157964092
3.1517581939697266,7.775191307067871,478490052,Darave Road,19.02454690745553,73.02004343415113
1.7600387334823608,1.2074469327926636,571733345,JNPT Road,18.90680405341129,73.01967341573071
2.3676228523254395,1.3939423561096191,571733345,JNPT Road,18.904921444327996,73.01688755137096
2.035355806350708,1.7390315532684326,571733345,JNPT Road,18.904363777340365,73.01608149765272
4.375105381011963,1.785295486450195,571733345,JNPT Road,18.900881150267782,73.01117422438598
2.395838737487793,1.3552594184875488,571733574,,18.899551542287035,72.99343373453127
1.4787285327911377,2.126356363296509,571733758,Uran Koproli Road,18.86225909765134,73.00846924975589
1.4787285327911377,2.126356363296509,571733766,Uran Koproli Road,18.862241683213075,73.00849759406856
3.8944287300109854,3.201674461364746,571736188,Panvel Uran Road,18.897183061976456,72.980851254995
4.735527038574219,1.2128057479858398,628975373,,18.901766444833832,72.97894841873762
2.22435998916626,2.137141704559326,680015166,,19.03120721094573,73.09093989755897
0.5,2.8825953006744385,680015166,,19.031719252839487,73.08946807396777
4.076442241668701,1.262831687927246,680015166,,19.03199679094307,73.08866458663103
5.364297866821289,1.3767900466918943,683793337,,19.0089999789388,73.09618784630351
5.710954189300537,1.297905445098877,683806787,Mahatma Gandhi Road,18.98957704885068,73.10304576758065
2.906494379043579,1.3151304721832275,683806795,Bandar Road,18.991135419696487,73.09812533843937
2.54606556892395,1.2052035331726074,683813616,Uran Road,18.997039896422585,73.09868276186093
2.58223557472229,1.4244754314422607,683813616,Uran Road,18.99565511018334,73.09811635424386
2.762036800384521,2.2567124366760254,683813616,Uran Road,18.99485463635939,73.09758230806044
3.817655086517334,1.8619699478149412,683813616,Uran Road,18.994644822804304,73.09731938761449
4.929409980773926,1.452807903289795,683819162,,18.994620350951585,73.10145690925802
4.929409980773926,1.452807903289795,683819171,,18.994649526391,73.10142622297546
4.934464931488037,1.4712529182434082,693415872,,18.93592934235153,73.01622733679577
4.719028472900391,2.4408421516418457,693416470,,18.962930365071504,72.97028751351708
4.519160747528076,1.2547955513000488,696847679,,19.02982575901749,73.11222821807885
3.5,6.360548973083496,698835354,,18.97412016572527,73.13007918082376
3.4365155696868896,1.2640788555145264,808631834,,18.90757741195174,73.01714437536499
3.915489912033081,1.7766916751861572,808631834,,18.906764645034414,73.01600532378353
3.449049711227417,1.4572641849517822,809924976,,18.902106062669716,73.00746900766008
4.457203388214111,1.2008614540100098,809924976,,18.904559350561605,73.0139467306982
5.684251308441162,2.793897151947021,809924976,,18.905216447316867,73.01344379887905
4.926755905151367,1.573563575744629,809924976,,18.905544609439463,73.01319177603213
5.090475082397461,2.535175323486328,810152155,,19.023812365815463,73.0402074335227
3.919047355651856,1.341442584991455,810156754,Sion-Panvel Highway,19.035234908028404,73.08171652032868
5.332470893859863,1.242159366607666,810170733,,19.021475564140104,73.10171281153276
4.194025039672852,1.2127151489257812,810170940,"['Sion-Panvel Highway', 'Kamothe Flyover']",19.027070186297227,73.09371357237492
5.7269463539123535,2.155639171600342,904356123,Pravesh Marg,19.03305622367452,73.06540245836618
5.863048553466797,1.6819190979003906,904357290,"['Hiranandani Service Road', 'Kharghar Police Station Road']",19.034132903225963,73.06784232024626
5.977185249328613,3.0774974822998047,904357290,"['Hiranandani Service Road', 'Kharghar Police Station Road']",19.03388822067252,73.06750102550421
5.977185249328613,3.0774974822998047,904357292,"['Hiranandani Service Road', 'Kharghar Police Station Road']",19.03388220146008,73.0674924610397
5.863048553466797,1.6819190979003906,904357292,"['Hiranandani Service Road', 'Kharghar Police Station Road']",19.034126796594062,73.06783382446699
5.9196295738220215,2.0694403648376465,904357884,,19.036152709710134,73.06309352220754
5.855438709259033,3.294267177581787,904357884,,19.03582168957709,73.0628565381364
5.086542129516602,1.5865936279296875,904358332,,19.035225771068674,73.0636428578034
5.855438709259033,3.294267177581787,904358332,,19.03579084801803,73.06285657476523
5.9196295738220215,2.0694403648376465,904358332,,19.036128085078992,73.06307399592349
4.425225257873535,2.2336344718933105,904360058,"['Service Road', 'Post Office Road']",19.031791226583245,73.06453321889931
4.040877819061279,1.2600579261779783,968835772,,19.002057776529597,73.10795221973827
3.697768449783325,1.7031762599945068,968909587,Sion-Panvel Highway,19.035239665466975,73.07064274728813
5.272313594818115,2.544292449951172,968909879,,19.02467226179751,73.0392644379722
4.543294429779053,4.020895481109619,968909879,,19.024409659424915,73.03959066784869
4.592501163482666,3.033149242401123,968909879,,19.0241470563768,73.0399168967154
5.368755340576172,2.887361526489258,1078664188,"['Sion-Panvel Highway', 'Kalamboli Flyover']",19.02226802741696,73.10028506834902
4.806055545806885,1.2921948432922363,1160802006,Mar Theophilus Marg,19.084440916920748,72.99785533609877
4.806055545806885,4.38568639755249,1160802006,Juhu Chowpatty Road,19.084405794293907,72.99765919995549
4.961545944213867,2.659459590911865,1160812529,Brahmakumaris Marg,19.084973443641225,73.00375139131042
5.1614670753479,2.55342960357666,1160812529,,19.08555145368154,73.00265390734839
5.1761250495910645,3.8342461585998535,1160812546,,19.089158826329022,73.00522945866258
3.321378231048584,3.242262840270996,1160812547,,19.08818613266912,73.00554027828818
5.571203231811523,4.033644676208496,1160812547,,19.08800225829285,73.00476136965717
5.0679192543029785,2.144132614135742,1160812558,Kopri Road,19.086857406726757,73.00612398437404
5.051207542419434,2.2577691078186035,1160812566,,19.08690584262901,73.00665579855874
5.0679192543029785,2.144132614135742,1160812566,Kopri Road,19.086885834990543,73.00614221650818
5.868178367614746,1.5984539985656738,1164612062,Mar Theophilus Marg,19.08358682580765,72.99894616177082
5.695104122161865,2.321722507476806,1164614042,,19.08039689788352,73.0018786190036
5.925225257873535,1.8753767013549805,1164614045,,19.08086800626692,73.00012576659988
5.925225257873535,2.4770374298095703,1164614045,,19.080830940601416,72.9999283320332
4.906603813171387,2.0181283950805664,1164614047,PKC Road,19.07896613637369,73.00168786568557
5.695104122161865,2.321722507476806,1164614048,,19.08045252557673,73.00191594504678
5.695104122161865,1.2873539924621582,1164614048,,19.080414527051808,73.0017214841779
5.925225257873535,2.4770374298095703,1164614060,,19.08082805693215,72.99992630562389
5.889953136444092,1.42405366897583,1209016089,Thane Belapur Road,19.154536637821003,73.00045203129909
4.748405456542969,2.1720118522644043,1271126541,Thane Belapur Road,19.182135203425293,72.99522484599694
5.951831340789795,1.7474675178527832,1341432653,,19.033447912244423,73.00932933108146
3.1382782459259038,4.419581413269043,1445192180,Baban Patil Marg,19.089918460408203,73.00167559415878
3.1382782459259038,4.419581413269043,1445193391,Baban Patil Marg,19.08988919189822,73.00172547293168
5.684251308441162,2.793897151947021,1446379997,,18.90525427630028,73.01341474694169
4.457203388214111,1.2008614540100098,1446379997,,18.904597234086676,73.01391775741111
2.082695484161377,1.3871853351593018,1645780878,,18.913749579802865,72.98991463174589
1.2192411422729492,1.8343698978424072,1645780883,,18.91523582045904,72.98926207143582
5.284669399261475,1.8116545677185056,1645780911,,18.92429677657674,73.02885627278049
2.796208381652832,1.3300843238830566,1645781019,Panvel Uran Road,18.92541386671713,73.01463633976178
3.097646474838257,1.5390489101409912,1645781019,Panvel Uran Road,18.924307200965654,73.01409879191903
2.548314094543457,1.4779648780822754,1645781019,Panvel Uran Road,18.92382957654008,73.0138304578493
3.3134753704071045,1.6278512477874756,1645781019,Panvel Uran Road,18.921955012192683,73.01268622454099
2.4070401191711426,1.573192119598389,1645781019,Panvel Uran Road,18.917854384988523,73.01018329833047
1.6501392126083374,1.8214102983474727,1645781019,Panvel Uran Road,18.916448450073908,73.0093251787844
2.1783699989318848,1.7607223987579346,1645781019,Panvel Uran Road,18.913998157767644,73.0071221306315
2.229166030883789,1.8493595123291016,1645781019,Panvel Uran Road,18.913732416829436,73.00679894352653
2.39107346534729,1.3622233867645264,1645781019,Panvel Uran Road,18.91289126518,73.00568675572882
1.7342209815979004,1.4376873970031738,1645781019,Panvel Uran Road,18.91151359268692,73.00340174198936
4.133784770965576,2.3997392654418945,1645802103,,19.024074175707906,73.08826143611452
5.713954925537109,1.2344956398010254,1646174872,Prabhakar Krishanati Patil Marg,19.11263979928492,73.00151135601925
2.5,4.407754898071289,1650200540,,19.01377076785353,73.0312482771826
4.463150978088379,2.297368049621582,1951994834,Sudhakar Vishnu Londhe Marg,19.08292648009473,73.00182306829808
5.8097124099731445,3.879249572753906,2176952836,,19.126178855075896,73.00448027401411
5.877627372741699,1.6498136520385742,2211539171,Seawoods NRI Service Road,19.00710890658017,73.01632958140006
2.766167163848877,1.960439682006836,2211539183,,19.00834787592336,73.01160237142186
2.1894009113311768,2.7147204875946045,2211539186,,19.0095529052258,73.01702117416626
4.957923412322998,2.765021800994873,2211539188,,19.00974055486535,73.010477864288
2.1894009113311768,2.7147204875946045,2211539204,,19.009584285925648,73.01701783403688
5.888701915740967,2.476283550262451,2211539221,,19.011864445142244,73.01187198993006
5.888701915740967,2.476283550262451,2211539225,,19.011869470113144,73.01187683946446
2.972609758377075,2.836158514022827,2211539244,,19.01373983412675,73.01066568935306
5.780972480773926,4.617156028747559,2211539284,,19.01516187983132,73.01360608409831
4.089062690734863,1.5833983421325684,2211539425,Palm Beach Marg,19.02319494269206,73.00800115503063
4.458315372467041,1.35105562210083,2214509822,,19.01296888593101,73.02410237186915
0.9709872603416444,3.2950220108032227,2214509835,,19.01450686173752,73.02342340737779
0.9709872603416444,3.2950220108032227,2214509837,,19.014499076119503,73.0233756853394
5.611972332000732,1.7870869636535645,2214509875,,19.017483148013675,73.02488676979799
3.1314938068389893,1.5649693012237549,2214509879,,19.01828315031769,73.02610655269152
5.953235149383545,1.9904866218566892,2214509895,,19.01823869765664,73.02397745832897
5.585237503051758,1.4808454513549805,2214509895,,19.017970008289645,73.02429806376476
5.000735282897949,1.394228458404541,2214509917,Sector 27 Road,19.021353307751003,73.02399751134473
5.910154342651367,1.724815845489502,2214510015,Adi Shankaracharya Marg,19.024205942719423,73.02269974692771
1.1448121070861816,1.3618531227111816,2230613537,,18.86675097896304,72.98932450253959
1.8615331649780276,1.219975471496582,2230613610,,18.86701059883142,72.99477636759711
1.1448121070861816,1.3618531227111816,2230613661,,18.86678696927607,72.98935879741913
0.2272943258285522,2.291006565093994,2230613807,,18.8697390570468,72.9970568408237
3.135167121887207,2.223377227783203,2230613807,,18.86864522878287,72.99621689622462
2.2471508979797363,2.1938037872314453,2230613823,,18.87057735932746,72.99587766645631
2.3995044231414795,2.041450262069702,2230613823,,18.87028904334141,72.99557668076521
3.059746742248535,1.765888214111328,2230613899,Uran Koproli Road,18.87357649056276,72.99923574379459
4.254255771636963,1.7312541007995603,2230613899,Uran Koproli Road,18.87381730762908,72.99889175052769
3.464272975921631,1.7705206871032717,2236470575,,18.885328184318723,72.98869261226521
3.257744550704956,1.6555063724517822,2236470616,Uran Koproli Road,18.88613274842791,72.9871001594487
2.2226665019989014,1.800502061843872,2236470616,Uran Koproli Road,18.885076695838308,72.98799192876203
3.629572629928589,1.3740017414093018,2236471584,,18.89861473053797,72.98327635782745
5.390381813049316,5.091211318969727,2236471687,,18.900177388898832,72.97732503702697
5.270133972167969,2.5188426971435547,2236471707,,18.900216356549947,72.98018761895072
4.688993453979492,2.9307122230529785,2236471734,,18.901562340569697,72.97620804074865
5.270133972167969,2.5188426971435547,2236471763,,18.9002261056162,72.9801798705925
4.735527038574219,1.2128057479858398,2236471811,,18.901750176623175,72.97896186517642
4.688993453979492,2.9307122230529785,2236471842,,18.9015775420109,72.9761957447171
3.729229211807251,2.3477447032928467,2236471842,,18.90125546231241,72.97645626553977
3.6997246742248535,1.670030117034912,2236471931,,18.905690869307723,72.98094095240754
3.6997246742248535,1.670030117034912,2236471956,,18.905629522466374,72.98085442702923
2.1260886192321777,4.112855911254883,2236471991,,18.906715024835226,72.97930524664395
3.0446043014526367,1.3943657875061035,2236471991,,18.90911315285005,72.97745178478866
3.419477939605713,1.2822885513305664,2236472322,,18.911289761290902,72.98684986885961
3.419477939605713,1.2822885513305664,2236472375,,18.91135208081107,72.9868503628228
